Certainty.to.vote.in.general.election.10.is.certain,GEVote,DidyouvoteGE2015,Past.vote,Eurefvote,Certainty.to.vote.in.EU.referendum.10.is.certain,Gender,Age,Region,Ethnicity,Education,Housing,mosaic_2014_groups,parliamentary_constituency,local_authority
5,UKIP,Cant.remember,0,"","",Male,25,Yorkshire.and.The.Humber,White,Level.1.or.2,Rented.from.Housing.Association,J,E14000904,E08000018
"",Labour,Yes.I.voted,Labour,Remain,10,Male,55,Scotland,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,K,S14000028,S12000014
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,Prefer.not.to.say,London,White,0,Owned.outright.by.household,N,E14001005,E09000027
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,50,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,G,S14000028,S12000014
10,UKIP,Yes.I.voted,UKIP,Dont.know,"",Female,26,South.East,White,Level.1.or.2,Being.bought.on.a.mortgage,B,E14000934,E07000012
10,Green.Party,Yes.I.voted,Green.Party,Dont.know,5,Female,65,Scotland,Prefer.not.to.say,Level.1,Prefer.not.to.say,F,E14000919,E08000019
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,68,South.East,White,Level.4,Owned.outright.by.household,B,E14000680,E07000085
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,30,South.East,White,Level.2,Owned.outright.by.household,J,E14000803,E06000040
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,59,West.Midlands,White,Level.1,Rented.from.council/local.authority,J,E14001058,E07000239
1,None.-.wont.vote,No.I.chose.not.to.vote,"",Dont.know,3,Female,43,South.West,White,Level.1,Rented.from.council/local.authority,B,E14000952,E07000146
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,45,West.Midlands,White,0,Owned.with.a.mortgage.or.loan,I,E14000565,E08000025
10,Labour,Yes.I.voted,Labour,Remain,10,Male,81,South.East,White,Level.4,Owned.outright.by.household,E,E14001047,E07000217
"",Labour,Yes.I.voted,Labour,Remain,10,Male,55,Scotland,White,Level.4,Rented.from.council/local.authority,M,S14000046,S12000020
8,Conservative,Yes.I.voted,Conservative,Leave,8,Female,58,South.East,White,No.formal.qualifications,Rented.from.Local.Authority,I,E14000711,E06000035
10,Dont.know,Yes.I.voted,Labour,Leave,7,Female,60,North.West,White,Level.1.or.2,Owned.outright.by.household,F,E14001010,E08000015
10,Labour,Yes.I.voted,Labour,Leave,10,Female,61,North.West,White,Level.1.or.2,Owned.outright.by.household,M,E14000958,E08000014
"",Labour,Yes.I.voted,Labour,Remain,10,Male,57,London,Black./.African./.Caribbean./.Black.British,Level.4,Owned.outright.by.household,N,E14000679,E09000025
10,UKIP,Yes.I.voted,UKIP,Leave,"",Male,57,West.Midlands,White,No.formal.qualifications,Rented.from.Housing.Association,L,E14001011,E08000030
10,Labour,Yes.I.voted,Labour,"","",Male,67,West.Midlands,White,Level.4,Owned.outright.by.household,M,E14000812,E08000029
"",Labour,No.I.was.ineligible.to.vote.in.that.General.Election,"",Remain,0,Female,55,London,Asian./.Asian.British:.Other.Asian,Level.2,Owned.outright.by.household,A,E14000727,E09000005
10,UKIP,Yes.I.voted,UKIP,Leave,"",Male,70,North.West,White,Level.1.or.2,Rented.from.Housing.Association,K,E14000708,E08000012
10,Dont.know,Yes.I.voted,Labour,Remain,10,Prefer.not.to.say,53,London,White,Level.2,Owned.with.a.mortgage.or.loan,A,E14000703,E09000003
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Male,60,Yorkshire.and.The.Humber,White,Level.4,Owned.outright.by.household,B,E14000826,E08000036
10,Labour,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Remain,10,Male,23,West.Midlands,Black/Black.British,Level.1,Rented.from.council/local.authority,J,E14000671,E08000027
"",Dont.know,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,44,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,F,S14000044,S12000040
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,33,London,White,Level.2,Owned.outright.by.household,O,E14000783,E06000016
10,Labour,Yes.I.voted,Labour,Remain,8,Female,55,Yorkshire.and.The.Humber,White,Level.1.or.2,Rented.from.Housing.Association,I,E14000895,E07000164
"",Labour,Yes.I.voted,Liberal.Democrat,Remain,10,Female,70,London,White,Level.4,Owned.outright.by.household,B,E14000656,E09000008
10,Conservative,Yes.I.voted,Liberal.Democrat,Dont.know,"",Male,60,Yorkshire.and.The.Humber,White,Dont.know,Being.bought.on.a.mortgage,C,E14000922,E08000019
10,Conservative,Yes.I.voted,UKIP,Leave,10,Male,48,North.West,White,Level.4,Owned.with.a.mortgage.or.loan,F,E14000686,E06000050
10,Conservative,Yes.I.voted,Conservative,Dont.know,"",Female,51,South.West,White,Level.1.or.2,Being.bought.on.a.mortgage,F,E14000954,E06000054
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Dont.know,7,Female,51,Scotland,White,Level.3,Owned.outright.by.household,O,S14000046,S12000020
"",Labour,Yes.I.voted,Scottish.National.Party.SNP,Remain,8,Female,55,Scotland,White,Level.1,Owned.outright.by.household,H,S14000057,S12000030
10,Scottish.National.Party.SNP,Yes.I.voted,Labour,Remain,10,Male,63,Scotland,White,Level.1.or.2,Owned.outright.by.household,M,S14000045,S12000019
10,Conservative,Yes.I.voted,Conservative,"","",Male,73,East.of.England,White,Level.4,Owned.outright.by.household,D,E14000946,E07000200
4,Labour,Yes.I.voted,Labour,Leave,8,Female,35,London,Black/Black.British,Level.2,Prefer.not.to.say,K,E14000789,E09000023
"",Conservative,Yes.I.voted,Conservative,Remain,10,Male,56,Scotland,White,Level.1,Owned.outright.by.household,D,S14000019,S12000029
10,Labour,Yes.I.voted,Labour,Leave,10,Male,29,London,Mixed,Level.2,Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency,O,E14000823,E09000024
"",Labour,Yes.I.voted,UKIP,Leave,10,Female,72,Wales,White,Level.1,Owned.outright.by.household,E,W07000052,W06000016
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,90,London,White,0,Rented.from.a.private.landlord.or.letting.agency,K,E14000553,E09000028
"",Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Remain,10,Male,64,Wales,White,Level.1,Owned.outright.by.household,D,W07000061,W06000002
"",Labour,Yes.I.voted,Labour,Dont.know,5,Female,61,Wales,White,Level.4,Social.housing.rented.other.than.from.council/local.authority,I,W07000043,W06000005
7,Conservative,Yes.I.voted,Conservative,Remain,"",Male,30,West.Midlands,Asian/Asian.British,Level.3,Being.bought.on.a.mortgage,N,E14000539,E07000177
10,Labour,Yes.I.voted,Labour,Remain,10,Female,29,North.West,Black/Black.British,Level.1,Rented.from.a.private.landlord.or.letting.agency,B,E14000637,E07000118
10,UKIP,Yes.I.voted,UKIP,Dont.know,Dont.know,Female,64,Scotland,White,0,Rented.from.council/local.authority,N,E14000886,E08000035
10,Labour,Yes.I.voted,Labour,"","",Female,50,North.East,White,Level.4,Being.bought.on.a.mortgage,J,E14000982,E08000024
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,59,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,F,S14000020,S12000010
10,Labour,Yes.I.voted,Labour,Remain,10,Female,67,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,C,E14000642,E07000076
10,Dont.know,Yes.I.voted,Liberal.Democrat,Leave,10,Male,30,East.of.England,White,Level.4,Owned.outright.by.household,H,E14000569,E06000047
Dont.know,Dont.know,Yes.I.voted,UKIP,Leave,1,Female,69,Yorkshire.and.The.Humber,White,Other,Owned.outright.by.household,E,E14000913,E07000168
10,Labour,Yes.I.voted,Labour,Remain,10,Male,Prefer.not.to.say,East.Midlands,White,Level.4,Owned.with.a.mortgage.or.loan,O,E14000776,E07000128
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,62,South.West,White,Level.2,Owned.outright.by.household,D,E14000837,E06000052
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,69,East.of.England,White,No.qualifications,Owned.outright.by.household,M,E14000899,E06000033
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,59,West.Midlands,White,No.qualifications,Owned.outright.by.household,F,E14001052,E07000237
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,49,North.West,White,Level.4,Being.bought.on.a.mortgage,F,E14000793,E08000012
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,33,East.Midlands,White,Level.1,Owned.with.a.mortgage.or.loan,F,E14000582,E07000136
"",UKIP,Yes.I.voted,UKIP,Leave,10,Female,44,Wales,White,Level.2,Rented.from.council/local.authority,M,W07000070,W06000016
10,Labour,Yes.I.voted,Labour,Remain,"",Male,25,South.West,White,Level.1.or.2,Rented.from.private.landlord,J,E14001048,E06000041
"",Conservative,Yes.I.voted,Liberal.Democrat,Remain,10,Male,42,Scotland,White,Level.2,Owned.with.a.mortgage.or.loan,B,S14000026,S12000036
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,62,Scotland,White,0,Owned.outright.by.household,M,S14000020,S12000010
10,Liberal.Democrat,Yes.I.voted,Liberal.Democrat,"","",Male,61,South.West,White,Level.4,Owned.outright.by.household,B,E14000860,E06000054
10,Labour,Yes.I.voted,Labour,"","",Male,31,South.East,White,Level.3,Being.bought.on.a.mortgage,O,E14000956,E06000045
10,Liberal.Democrat,Yes.I.voted,Liberal.Democrat,"","",Female,45,South.West,White,Level.4,Being.bought.on.a.mortgage,F,E14000665,E06000054
"",Conservative,Yes.I.voted,Conservative,Remain,10,Male,70,Wales,White,0,Owned.outright.by.household,F,W07000054,W06000020
Dont.know,Dont.know,Yes.I.voted,Labour,Remain,10,Female,62,Scotland,White,Level.1,Social.housing.rented.other.than.from.council/local.authority,F,E14000879,E06000026
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,65,Scotland,White,Level.4,Owned.outright.by.household,C,S14000044,S12000040
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,53,London,White,Level.1,Owned.outright.by.household,A,S14000006,S12000028
9,Conservative,Yes.I.voted,Conservative,Dont.know,"",Male,55,London,White,Level.4,Being.bought.on.a.mortgage,G,E14000900,E09000016
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,48,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,H,S14000054,S12000024
1,None.-.wont.vote,No.I.chose.not.to.vote,"",Remain,2,Female,33,North.West,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,H,E14000802,E06000049
1,Conservative,Yes.I.voted,Conservative,"","",Male,49,South.East,White,Level.4,Owned.outright.by.household,E,E14000619,E07000106
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,62,Scotland,White,Apprenticeship,Owned.outright.by.household,M,S14000057,S12000030
10,Conservative,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Leave,10,Female,55,East.of.England,White,Other,Owned.with.a.mortgage.or.loan,J,E14000842,E07000010
9,UKIP,Yes.I.voted,Labour,Leave,"",Male,54,North.East,White,Level.3,Rented.from.private.landlord,J,E14000658,E06000005
10,Conservative,Yes.I.voted,Conservative,Leave,"",Female,49,South.East,White,Level.3,Rented.from.Local.Authority,F,E14000953,E07000216
"",Conservative,Yes.I.voted,Conservative,Remain,10,Male,71,London,White,Level.4,Owned.outright.by.household,A,E14001005,E09000027
10,Labour,Yes.I.voted,Labour,"","",Female,44,North.East,White,Level.3,Being.bought.on.a.mortgage,M,E14001014,E06000057
0,None.-.wont.vote,No.I.chose.not.to.vote,0,Leave,"",Female,30,Wales,White,Dont.know,Being.bought.on.a.mortgage,O,W07000056,W06000022
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Female,70,North.East,White,Other,Being.bought.on.a.mortgage,E,E14000574,E08000037
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,60,London,White,Other,Social.housing.rented.other.than.from.council/local.authority,K,E14001008,E09000022
7,UKIP,Yes.I.voted,UKIP,"","",Female,45,South.West,White,Level.1.or.2,Rented.from.Housing.Association,J,E14001003,E06000052
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Male,66,East.of.England,White,Level.4,Owned.outright.by.household,B,E14000813,E06000056
"",Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Remain,10,Female,70,Scotland,White,Level.2,Owned.outright.by.household,E,S14000002,S12000033
10,Liberal.Democrat,Yes.I.voted,Labour,Remain,10,Female,Prefer.not.to.say,North.East,White,Level.1,Rented.from.council/local.authority,I,E14000605,E07000234
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,"","",Male,31,Scotland,White,Level.4,Being.bought.on.a.mortgage,G,S14000039,S12000017
10,UKIP,Yes.I.voted,UKIP,"","",Female,66,South.East,White,Level.1.or.2,Owned.outright.by.household,H,E14000857,E07000093
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,70,Scotland,White,Level.2,Owned.outright.by.household,D,S14000009,S12000017
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Leave,10,Male,31,Wales,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,D,W07000057,W06000002
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Dont.know,10,Male,34,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,O,S14000008,S12000026
10,Labour,Yes.I.voted,Liberal.Democrat,Leave,"",Female,48,South.West,White,Level.1.or.2,Owned.outright.by.household,D,E14000635,E06000054
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,41,South.East,White,Level.2,Owned.outright.by.household,C,E14000608,E07000004
"",Other.party,Yes.I.voted,Other.party,Remain,10,Male,56,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,M,W07000072,W06000019
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,44,Scotland,White,Level.1,Rented.from.council/local.authority,K,S14000036,S12000015
"",Labour,Yes.I.voted,Labour,Remain,6,Female,39,London,Black./.African./.Caribbean./.Black.British,Level.2,Owned.with.a.mortgage.or.loan,O,E14000558,E09000004
1,Scottish.National.Party.SNP,No.I.chose.not.to.vote,0,Leave,10,Female,68,South.East,White,Dont.know,Rented.from.Housing.Association,F,S14000044,S12000040
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,36,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,I,S14000016,S12000042
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Female,21,Yorkshire.and.The.Humber,White,Level.3,Rented.from.private.landlord,O,E14000777,E08000035
"",Labour,Yes.I.voted,Labour,Dont.know,10,Male,68,Wales,White,No.qualifications,Owned.outright.by.household,D,W07000075,W06000016
"",UKIP,Yes.I.voted,Conservative,Leave,10,Male,73,Wales,White,Level.2,Owned.outright.by.household,B,W07000056,W06000022
10,UKIP,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Leave,10,Female,63,South.West,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,C,E14000838,E07000043
10,Labour,Yes.I.voted,Labour,Remain,"",Male,55,North.West,White,Level.4,Being.bought.on.a.mortgage,F,E14000612,E08000002
7,Conservative,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Dont.know,Dont.know,Male,29,North.West,Prefer.not.to.say,Level.4,Owned.with.a.mortgage.or.loan,J,E14000706,E07000123
"",Conservative,Yes.I.voted,Conservative,Leave,10,Female,55,London,Other.Ethnic.Group,Level.1,Social.housing.rented.other.than.from.council/local.authority,A,E14000763,E09000019
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Remain,10,Male,59,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,K,W07000053,W06000020
10,Conservative,Yes.I.voted,Conservative,"","",Female,73,South.West,White,Level.1.or.2,Being.bought.on.a.mortgage,D,E14000837,E06000052
1,None.-.wont.vote,No.I.chose.not.to.vote,0,Would.not.vote,1,Female,59,Yorkshire.and.The.Humber,White,Level.1.or.2,Being.bought.on.a.mortgage,E,E14001062,E06000014
"",Conservative,Yes.I.voted,Conservative,Remain,10,Female,62,Scotland,White,Level.2,Owned.with.a.mortgage.or.loan,B,S14000025,S12000036
10,Conservative,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Leave,10,Male,27,London,White,Level.4,Rented.from.a.private.landlord.or.letting.agency,O,E14000926,E06000051
4,Conservative,No.I.chose.not.to.vote,"",Remain,5,Female,37,West.Midlands,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,N,E14000886,E08000035
10,Conservative,Yes.I.voted,Conservative,"","",Male,52,North.West,White,Level.4,Being.bought.on.a.mortgage,B,E14000758,E07000120
7,Conservative,Yes.I.voted,Conservative,Leave,"",Male,41,South.West,Prefer.not.to.say,Level.4,Rented.from.private.landlord,H,E14000638,E07000048
9,UKIP,Yes.I.voted,UKIP,Leave,10,Prefer.not.to.say,59,West.Midlands,Prefer.not.to.say,Level.2,Owned.outright.by.household,I,E14000642,E07000076
"",Liberal.Democrat,Yes.I.voted,Labour,Remain,10,Female,61,Scotland,White,Level.2,Owned.outright.by.household,L,S14000018,S12000045
7,Conservative,Yes.I.voted,Conservative,Remain,7,Male,31,London,Asian/Asian.British,Level.4,Owned.with.a.mortgage.or.loan,N,E14000679,E09000025
"",Would.not.vote,No.I.chose.not.to.vote,"",Dont.know,5,Female,23,Scotland,White,Level.2,Social.housing.rented.other.than.from.council/local.authority,H,S14000039,S12000017
10,Conservative,Yes.I.voted,Conservative,"","",Male,55,Yorkshire.and.The.Humber,White,Level.4,Owned.outright.by.household,F,E14000645,E08000034
10,Labour,Yes.I.voted,Labour,Remain,"",Male,43,North.East,White,Level.4,Being.bought.on.a.mortgage,G,E14000971,E06000004
10,Conservative,Yes.I.voted,Conservative,"","",Male,72,South.West,White,Other,Owned.outright.by.household,C,E14001003,E06000052
10,Dont.know,Yes.I.voted,UKIP,Leave,10,Female,69,West.Midlands,White,No.formal.qualifications,Owned.outright.by.household,E,E14000531,E08000030
8,Dont.know,Yes.I.voted,Dont.remember,Dont.know,9,Male,58,London,White,Level.3,Owned.outright.by.household,A,E14001033,E07000127
"",Conservative,Yes.I.voted,Conservative,Leave,10,Female,38,London,White,Level.1,Owned.with.a.mortgage.or.loan,H,E14000906,E09000017
8,UKIP,No.I.chose.not.to.vote,"",Leave,10,Male,26,London,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,O,E14000558,E09000004
1,Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Leave,1,Female,30,North.West,White,Level.3,Rented.from.private.landlord,O,E14000637,E07000118
8,Dont.know,Yes.I.voted,Dont.remember,Dont.know,Dont.know,Prefer.not.to.say,66,Scotland,Prefer.not.to.say,0,Prefer.not.to.say,K,E14000553,E09000028
10,UKIP,Yes.I.voted,UKIP,Remain,6,Male,79,South.West,White,0,Rented.from.council/local.authority,B,E14000706,E07000119
10,Labour,Yes.I.voted,Labour,Remain,10,Female,64,North.West,White,0,Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency,K,E14000948,E07000114
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,47,Scotland,White,Level.1,Rented.from.council/local.authority,K,S14000002,S12000033
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,"","",Male,31,Scotland,White,Level.3,Being.bought.on.a.mortgage,H,S14000045,S12000019
"",UKIP,Yes.I.voted,Labour,Leave,10,Male,60,Wales,White,0,Owned.outright.by.household,L,W07000055,W06000022
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,45,East.of.England,White,Level.2,Owned.outright.by.household,G,E14000907,E07000207
"",Labour,Yes.I.voted,UKIP,Leave,9,Female,62,London,White,Level.1,Rented.from.council/local.authority,K,E14000727,E09000007
10,Labour,Yes.I.voted,Labour,Leave,10,Male,33,North.East,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,O,E14000709,E08000037
Dont.know,Labour,Yes.I.voted,Labour,Leave,7,Female,45,North.East,White,No.qualifications,Rented.from.a.private.landlord.or.letting.agency,L,E14000637,E07000118
10,Labour,Yes.I.voted,Labour,Leave,10,Female,Prefer.not.to.say,South.East,Prefer.not.to.say,Level.4,Owned.with.a.mortgage.or.loan,O,E14000995,E06000034
"",Dont.know,Yes.I.voted,Labour,Dont.know,9,Male,68,Scotland,White,Level.1,Owned.outright.by.household,F,S14000047,S12000044
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,63,South.East,White,Level.1,Rented.from.council/local.authority,F,E14000711,E06000035
